"codigo","situacao","nome","descricao","mensagem","parametros"
"ELIM0241","Ativa","VALIDA SALDO DA CONTA 840 APÓS 10/2013","VALIDA SALDO DA CONTA 840 APÓS 10/2013","SALDO DA CONTA 840 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: (DLO[840.01]+DLO[840.02]+DLO[840.03]+DLO[840.04])/FATOR F.","System.Object[]"
"ELIM0242","Ativa","VALIDA SALDO DA CONTA 850 ANTES DE 10/2013","VALIDA SALDO DA CONTA 850 ANTES DE 10/2013","SALDO DA CONTA INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: DLO[850.01]+DLO[850.02].","System.Object[]"
"ELIM0243","Ativa","VALIDA SALDO DA CONTA 850 APÓS 10/2013","VALIDA SALDO DA CONTA 850 APÓS 10/2013","SALDO DA CONTA 850 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA:(DLO[850.01]+DLO[850.02])/FATOR F.","System.Object[]"
"ELIM0244","Ativa","VALIDA SALDO DA CONTA 860 ANTES DE 10/2013","VALIDA SALDO DA CONTA 860 ANTES DE 10/2013","SALDO DA CONTA 860 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA:DLO[860.01]+DLO[860.02]+DLO[860.03]+DLO[860.04]+DLO[860.05]+DLO[860.06]+DLO[860.07]+DLO[860.08].","System.Object[]"
"ELIM0245","Ativa","VALIDA SALDO DA CONTA 860 APÓS 10/2013","VALIDA SALDO DA CONTA 860 APÓS 10/2013","SALDO DA CONTA 860 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: (DLO[860.01]+ DLO[860.04]+ DLO[860.07]+DLO[860.08]+DLO[860.09]+DLO[860.10])/FATOR F.","System.Object[]"
"ELIM0246","Ativa","VALIDA SALDO DA CONTA 770","VALIDA SALDO DA CONTA 770","SALDO DA CONTA 770 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA - VER INSTRUÇÕES DE PREENCHIMENTO.","System.Object[]"
"ELIM0247","Ativa","Validação do saldo da conta 900 a partir de 10/2013 exceto RPS","Validação do saldo da conta 900 (Ativos Ponderados pelo Risco - RWA) a partir de 10/2013 exceto RPS","O saldo da conta 900 (R$ VALOR1) deve corresponder ao resultado de 700 + 770 + 870 (R$ VALOR2).","System.Object[]"
"ELIM0248","Ativa","Validação do saldo da conta 950 a partir de 10/2013","Validação do saldo da conta 950 (Margem sobre o Patrimônio de Referência Requerido) a partir de 10/2013","O saldo da conta 950 (R$ VALOR1) deve corresponder ao resultado de 101 - 910 (R$ VALOR2).","System.Object[]"
"ELIM0249","Ativa","Validação do valor base da conta 111.92.05","Validação do valor base da conta 111.92.05 (ajuste prudencial VIII - crédito tributário de prejuízo fiscal de superveniência)
","O valor base da conta 111.92.05 (R$ VALOR1) é incompatível com o resultado de 111.92.05.01-111.92.05.90 (R$ VALOR2).","System.Object[]"
"ELIM0250","Ativa","Validacão do valor base da conta 111.92.06.01","Validacão do valor base da conta 111.92.06.01 (valor inferior ou igual a 10% nível i)
","O valor base da conta 111.92.06.01 (R$ VALOR1)  é incompatível com o menor saldo entre as contas 111.92.06.01.01 (R$ VALOR2) e 111.92.06.01.02 (R$ VALOR3).","System.Object[]"
"ELIM0251","Ativa","Validação do valor base da conta 111.93","Validação do valor base da conta 111.93 (Ajuste Prudencial IV - participações inferiores a 10% não consolidadas)","O valor base da conta 111.93 (VALOR1) deve corresponder ao maior valor entre zero e o resultado de 111.93.01 + 111.93.03 -111.93.02 (R$ VALOR2).","System.Object[]"
"ELIM0252","Ativa","Validação do saldo da conta 120.01 a partir de 10/2013","Validação do saldo da conta 120.01 (Instrumentos Elegíveis ao Nível II) a partir de 10/2013
","O saldo da conta 120.01 (R$ VALOR1) deve corresponder ao somatório de 120.01.01, 120.01.02 e 120.01.03 (R$ VALOR2).","System.Object[]"
"ELIM0253","Ativa","VALIDA SALDO CONTA 700 APÓS 10/2013","VALIDA SALDO CONTA 700 APÓS 10/2013","Saldo conta 700 incompatível com resultado de sua fórmula.","System.Object[]"
"ELIM0254","Ativa","Validação do saldo da conta 101 a partir de 10/2013 exceto RPS","Validação do saldo da conta 101 (patrimônio de referência para comparação com o RWA) a partir de 10/2013 exceto RPS","O saldo da conta 101 (R$ VALOR1) deve corresponder ao resultado de 100 - 105 - 107 (R$ VALOR2).","System.Object[]"
"ELIM0255","Ativa","Validação do Saldo da Conta 102 a partir de 10/2013","Validação do saldo da conta 102 a partir de 10/2013.","O saldo da conta 102 (R$ VALOR1) é incompatível com o saldo resultante de 100 - 106 - 107 (R$ VALOR2).","System.Object[]"
"ELIM0256","Ativa","Validação do saldo da conta 111.90","Validação do saldo da conta 111.90","O saldo da conta 111.90 (R$ VALOR1) é incompatível com o maior valor entre 0 e o resultado da fórmula: 111.90.01-(2*111.01) (R$ VALOR2).","System.Object[]"
"ELIM0257","Ativa","Validação do saldo da conta 111.90 para cooperativas de crédito e APE","Validação do saldo da conta 111.90 para cooperativas de crédito cujo valor deve ser zero
","Saldo da conta 111.90 deve ser igual a zero para as cooperativas de crédito.","System.Object[]"
"ELIM0260","Ativa","Validação do saldo da conta 111.90.01","Validação do saldo da conta 111.90.01, exceto para cooperativas de crédito","O saldo conta 111.90.01 (R$ VALOR1) é incompatível com o saldo resultante de 111.02 + 111.03 + 111.04 + 111.07 + 111.08 (R$ VALOR2).","System.Object[]"
"ELIM0261","Ativa","Validação do saldo da conta 111.92.08 exceto RPS","Validação do saldo da conta 111.92.08 (ajuste prudencial X - investimento em outras entidades) exceto RPS
","O saldo da conta 111.92.08 (R$ VALOR1) é incompatível com o saldo resultante de 111.92.08.01 + 111.92.08.02 + 111.92.08.03 + 111.92.08.04 + 111.92.08.05 + 111.92.08.06 (R$ VALOR2).","System.Object[]"
"ELIM0262","Ativa","Validação do saldo da conta 111.94.02.02","Validação do saldo da conta 111.94.02.02 (Limite para Créditos Tributários Decorrentes de Diferença Temporária)","O saldo conta 111.94.02.02 (R$ VALOR1) deve corresponder ao resultado de 111.94.01.02.01 * 10% (R$ VALOR2).","System.Object[]"
"ELIM0263","Ativa","Validação do saldo da conta 111.94.02.01.90.93","Validação do saldo da conta 111.94.02.01.90.93 (Obrigações Fiscais Diferidas Compensadas com Créditos Tributários de Prejuízo Fiscal/CSLL)
","O saldo conta 111.94.02.01.90.93 (R$ VALOR1) deve corresponder ao resultado de 111.92.05.90 + 111.92.06.01.01.90 (R$ VALOR2).","System.Object[]"
"ELIM0264","Ativa","VALIDAÇÃO CONTA 111.92.02.02","VALIDAÇÃO CONTA 111.92.02.02","SALDO CONTA 111.92.02.02 INCOMPATÍVEL COM RESULTADO DA SUA FÓRMULA","System.Object[]"
"ELIM0265","Ativa","Validação do saldo da conta 111.92.09","Validação do saldo da conta 111.92.09 (Ajuste Prudencial XI - Participação no Exterior ou Não IF sem Acesso BC","O saldo da conta 111.92.09 (R$ VALOR1) deve corresponder ao maior valor entre os saldos das contas 111.92.09.01 (R$VALOR2) e 111.92.09.02 (R$ VALOR3).","System.Object[]"
"ELIM0266","Ativa","Validação do saldo da conta 111.94.03.02","Validação do saldo da conta 111.94.03.02 (Limite para Participações Superiores e de Créditos Tributários Decorrentes de Diferença Temporária)","O saldo da conta 111.94.03.02 (R$ VALOR1) é incompatível com o maior valor entre zero e o resultado de 0,15/(1-S*0,15)*(111.94.01.02.01-S*111.94.03.01)  (R$ VALOR2), sendo S o percentual aplicado sobre o ajuste prudencial, conforme art. 11 da Res. 4.192/13 (TABELA 005).","System.Object[]"
"ELIM0267","Ativa","Validação do saldo da conta 111.94.04","Validação do saldo da conta 111.94.04 (Participações Superiores e Créditos Tributários de Diferença Temporária não Deduzidos)","O saldo da conta 111.94.04 (R$ VALOR1) deve corresponder ao menor valor entre o saldos das contas 111.94.03.02 (R$ VALOR2) e 111.94.04.01.01 (R$ VALOR3).","System.Object[]"
"ELIM0268","Ativa","Validação do saldo da conta 111.94.04.01.01.01","Validação do saldo da conta 111.94.04.01.01.01 (Auxiliar  Basket Bruto Participações Superiores)","O saldo da conta 111.94.04.01.01.01 (R$ VALOR1) deve corresponder ao menor valor entre o saldos das contas 111.94.01.01 (R$ VALOR2) e 111.94.01.02 (R$ VALOR3).","System.Object[]"
"ELIM0269","Ativa","Validação do saldo da conta 111.94.04.01.01.02","Validação do saldo da conta 111.94.04.01.01.02 (Auxiliar - Basket Bruto Créditos Tributários)","O saldo da conta 111.94.04.01.01.02 (R$ VALOR1) deve corresponder ao menor valor entre o saldos das contas 111.94.02.01 (R$ VALOR2) e 111.94.02.02 (R$ VALOR3).","System.Object[]"
"ELIM0270","Ativa","VALIDAÇÃO DA CONTA 111.94.04.03","VALIDAÇÃO DA CONTA 111.94.04.03","O saldo da conta 111.94.04.03 (R$ VALOR1) deve ser igual ao saldo da conta 111.94.01 (R$ VALOR2) se o saldo da conta 111.94.04.01.90 (R$ VALOR3) for igual a zero e, caso contrário, deve corresponder ao resultado de 111.94.01 + (111.94 - 111.94.01 - 111.94.02) * (111.94.04.01.90.01 / 111.94.04.01.90) (R$ VALOR4).","System.Object[]"
"ELIM0271","Ativa","Validação do saldo da conta 111.94.04.04","Validação do saldo da conta 111.94.04.04 (Créditos Tributários de Diferença Temporária Deduzidos) ","O saldo da conta 111.94.04.04 (R$ VALOR1) deve corresponder ao resultado de 111.94 - 111.94.04.03 (R$ VALOR2).","System.Object[]"
"ELIM0272","Ativa","Validação do saldo da conta 112.93","Validação do saldo da conta 112.93 (Investimento em Outras Entidades Deduzido do Capital Complementar)","O saldo da conta 112.93 (R$ VALOR1) deve corresponder ao resultado de 112.93.01 + 112.93.02 + 112.93.03 + 112.93.04 - 112.93.05  - 112.93.90 (R$ VALOR2).","System.Object[]"
"ELIM0273","Ativa","Validação do saldo da conta 112.93.05","Validação do saldo da conta 112.93.05 (Excesso de Dedução de Investimento em Outras Entidades no Capital Complementar a ser Deduzido do Capital Principal)","O saldo da conta 112.93.05 (R$ VALOR1) deve corresponder ao maior valor entre zero e o resultado de 112.93.01 + 112.93.02 + 112.93.03 + 112.93.04 - 112.93.05.01 (R$ VALOR2).","System.Object[]"
"ELIM0274","Ativa","VALIDAÇÃO CONTA 420.06","VALIDAÇÃO CONTA 420.06","SALDO CONTA 420.06 INCOMPATÍVEL COM SUA FÓRMULA VALOR1","System.Object[]"
"ELIM0275","Ativa","VALIDAÇÃO CONTA 420.07","VALIDAÇÃO CONTA 420.07","SALDO DA CONTA 420.07 INCOMPATÍVEL COM RESULTADO DA SUA FÓRMULA VALOR1","System.Object[]"
"ELIM0276","Ativa","VALIDAÇÃO CONTA 420.08","VALIDAÇÃO CONTA 420.08","SALDO DA CONTA 420.08 INCOMPATÍVEL COM RESULTADO DA SUA FÓRMULA VALOR1","System.Object[]"
"ELIM0277","Ativa","VALIDAÇÃO CONTA 420.09","VALIDAÇÃO CONTA 420.09","SALDO DA CONTA 420.09 INCONSISTENTE COM RESULTADO DA SUA FÓRMULA VALOR1","System.Object[]"
"ELIM0278","Ativa","VALIDAÇÃO DA CONTA 420.10","VALIDAÇÃO DA CONTA 420.10","SALDO DA CONTA 420.10 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA VALOR1","System.Object[]"
"ELIM0279","Ativa","VALIDAÇÃO CONTA 420.11","VALIDAÇÃO CONTA 420.11","SALDO DA CONTA 420.11 INCOMPATÍVEL COM RESULTADO DA SUA FÓRMULA VALOR1","System.Object[]"
"ELIM0280","Ativa","VALIDAÇÃO SALDO DA CONTA 420.12","VALIDAÇÃO SALDO DA CONTA 420.12","SALDO DA CONTA 420.12 INCOMPATÍVEL COM RESULTADO DA SUA FÓRMULA (R$ VALOR1).","System.Object[]"
"ELIM0281","Ativa","Validação do saldo da conta 111 exceto RPS","Validação do saldo da conta 111 (Capital Principal) exceto RPS","O saldo da conta 111 (R$ VALOR1) é incompatível com o saldo resultante de 111.01 + 111.02 + 111.03 + 111.04 + 111.05 + 111.06 + 111.07 + 111.08 - 111.90 - 111.91 - 111.92 - 111.93 - 111.94 (R$ VALOR2).","System.Object[]"
"ELIM0282","Ativa","Validação do saldo da conta 103 exceto RPS","Validação do saldo da conta 103 exceto RPS","O saldo da  conta 103 (R$ VALOR1) é incompatível com o saldo resultante de 110 - 105 - 107 (R$ VALOR2).","System.Object[]"
"ELIM0283","Ativa","Validação do saldo da conta 104 exceto RPS","Validação do saldo da conta 104 exceto RPS","O saldo da conta 104 (R$ VALOR1) é incompativel com o saldo resultante de 111 - 105 - 107 (R$ VALOR2).","System.Object[]"
"ELIM0284","Ativa","Validação do saldo da conta 111 para RPS","Validação do saldo da conta 111 (Capital Principal) para RPS","O saldo da conta 111 (R$ VALOR1) é incompatível com o saldo resultante de 111.01 + 111.02 + 111.03 + 111.04 + 111.05 + 111.06 - 111.91 - 111.92 - 111.93 - 111.94 (R$ VALOR2).","System.Object[]"
"ELIM0285","Ativa","Validação do saldo da conta 111.91 exceto RPS","Validação do saldo da conta 111.91 (deduções do capital principal exceto ajustes prudenciais) exceto para cooperativas RPS","O saldo da conta 111.91 (R$ VALOR1) é incompatível com o saldo resultante de 111.91.01 + 111.91.02 + 111.91.03 + 111.91.04 + 111.91.05 + 111.91.06 + 111.91.07 + 111.91.08 (R$ VALOR2).","System.Object[]"
"ELIM0286","Ativa","Validação do saldo da conta 111.91 para RPS","Validação do saldo da conta 111.91 (deduções do capital principal exceto ajustes prudenciais) para RPS","O saldo da conta 111.91 (R$ VALOR1) é incompatível com o saldo resultante de 111.91.03 + 111.91.04 (R$ VALOR2).","System.Object[]"
"ELIM0287","Ativa","Validação do saldo da conta 111.92 exceto RPS","Validação do saldo da conta 111.92 (ajustes prudenciais exceto participações não consolidadas e crédito tributário) exceto RPS","O saldo da conta 111.92 (R$ VALOR1) é incompatível com o saldo resultante de 111.92.01 + 111.92.02 + 111.92.03 + 111.92.04 + 111.92.05 + 111.92.06 + 111.92.07 + 111.92.08 + 111.92.09 + 111.92.10 + 111.92.11 + 111.92.12 + 111.92.13 (R$ VALOR2).","System.Object[]"
"ELIM0288","Ativa","Validação do saldo da conta 111.92 para RPS","Valida saldo da conta 111.92 (ajustes prudenciais exceto participações não consolidadas e crédito tributário) para RPS","O saldo da conta 111.92 (R$ VALOR1) é incompatível com o saldo resultante de 111.92.01 + 111.92.02 + 111.92.03 + 111.92.04 + 111.92.06 + 111.92.07 + 111.92.08 + 111.92.09 + 111.92.11 (R$ VALOR2).","System.Object[]"
"ELIM0290","Ativa","Validação do saldo da conta 111.92.06","Validação do saldo da conta 111.92.06 (ajuste prudencial VIII - demais créditos tributários de prejuízo fiscal e relacionados à CSLL)","O saldo da conta 111.92.06 (R$ VALOR1) é incompatível com o saldo resultante de 111.92.06.01 + 111.92.06.02 (R$ VALOR2).","System.Object[]"
"ELIM0291","Ativa","Validação do saldo da conta 111.92.06.01.01","Validação do saldo da conta 111.92.06.01.01 (demais créditos tributários de prejuízo fiscal e relacionados à CSLL - após eventual compensação com obrigações fiscais diferidas). Só faz a verificação quando o saldo da conta 111.92.06 for positivo.","O saldo da conta 111.92.06.01.01 (R$ VALOR1) é incompatível com o maior valor entre zero e o resultado de 111.92.06.01.01.01 - 111.92.06.01.01.90 (R$ VALOR2).","System.Object[]"
"ELIM0292","Ativa","Validação do saldo da conta 111.92.06.01.02","Validação do saldo da conta 111.92.06.01.02 (10% do pr nível i desconsiderados os ajustes prudenciais). Só faz a verificação se o saldo da conta 111.92.06 for positivo.","O saldo da conta 111.92.06.01.02 (R$ VALOR1) é incompativel com o resultado de 111.92.06.01.02.01 * 10% (R$ VALOR2).
","System.Object[]"
"ELIM0293","Ativa","Validação do saldo da conta 111.92.06.01.02.01 exceto RPS","Validação do saldo da conta 111.92.06.01.02.01 (PR nível 1 desconsiderados os ajustes prudenciais) exceto para cooperativas RPS. Só faz verificação se o saldo da conta 111.92.06 for positivo.","O saldo da conta 111.92.06.01.02.01 (R$ VALOR1) é incompatível com o saldo resultante do máximo entre 0 e 111.01 + 111.02 + 111.03 + 111.04 + 111.05 + 111.06 + 111.07 + 111.08 - 111.90 - 111.91 + 112 (R$ VALOR2).","System.Object[]"
"ELIM0294","Ativa","Validação do saldo da conta 111.92.06.01.02.01","Validação do saldo da conta 111.92.06.01.02.01 ( PR nível 1 desconsiderados os ajustes prudenciais) para RPS. Só faz a verificação se o saldo da conta 111.92.06 for positivo.","O saldo da conta 111.92.06.01.02.01 (R$ VALOR1) é incompatível com o saldo resultante de MAX(0;111.01 + 111.02 + 111.04 + 111.05 + 111.06 - 111.91 + 112) (R$ VALOR2).","System.Object[]"
"ELIM0295","Ativa","Validação do saldo da conta 111.92.06.02","Validação do saldo da conta 111.92.06.02 (valor que excede a 10% do PR nível 1). Só verifica se o saldo da conta 111.92.06 for positivo.","O saldo da conta 111.92.06.02 (R$ VALOR1) é incompatível com o maior valor entre zero e o resultado de 111.92.06.01.01 - 111.92.06.01.02 (R$ VALOR2).","System.Object[]"
